LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID00001986,33,22647,141659,493,16,3,7.74,60,0.45,High School,Full-time,Single,No,No,Home,Yes,0
LID00001987,44,83079,57266,653,33,3,24.98,48,0.82,Master's,Full-time,Married,No,Yes,Business,No,0
LID00001988,25,95094,204512,413,11,1,15.34,36,0.44,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00001989,63,68546,232211,327,80,3,17.81,24,0.37,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
LID00001990,42,95919,210359,405,68,4,23.76,48,0.49,Master's,Full-time,Married,No,Yes,Business,Yes,0
LID00001991,34,45033,94811,659,17,1,11.04,36,0.11,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
LID00001992,46,100075,42608,513,4,2,3.57,48,0.8,High School,Unemployed,Divorced,No,No,Business,No,0
LID00001993,25,100625,11260,741,10,3,7.33,12,0.54,High School,Full-time,Single,No,No,Home,No,0
LID00001994,32,113820,24434,464,70,1,17.38,48,0.45,Master's,Full-time,Single,Yes,No,Auto,No,0
LID00001995,44,46000,237219,685,4,3,20.14,24,0.64,Bachelor's,Full-time,Single,Yes,Yes,Other,No,1
LID00001996,63,87113,41318,740,69,3,20.42,48,0.21,High School,Full-time,Married,No,No,Home,No,0
LID00001997,67,108435,105984,514,87,4,15.99,36,0.63,PhD,Full-time,Single,No,No,Other,Yes,0
LID00001998,69,141956,121424,760,33,3,9.23,60,0.85,Bachelor's,Part-time,Married,No,No,Business,Yes,0
LID00001999,24,114294,110720,600,81,1,20.62,48,0.41,PhD,Full-time,Married,No,Yes,Business,No,0
LID00002000,20,76049,18000,352,96,2,19.46,36,0.14,PhD,Full-time,Married,No,Yes,Auto,No,0
LID00002001,46,111155,66478,376,100,4,15.4,36,0.38,Bachelor's,Part-time,Married,No,Yes,Business,Yes,0
LID00002002,61,22721,131344,767,10,3,11.04,24,0.19,Master's,Self-employed,Married,No,Yes,Education,No,0
LID00002003,41,131539,49192,306,37,2,24.19,36,0.75,High School,Unemployed,Single,No,No,Education,No,1
LID00002004,20,116013,197227,675,16,2,4.49,36,0.65,High School,Part-time,Single,No,No,Education,Yes,0
LID00002005,37,126870,214877,760,104,4,23.4,48,0.77,High School,Part-time,Married,Yes,No,Business,No,0
LID00002006,63,82714,150578,722,93,1,16.19,36,0.9,High School,Self-employed,Married,Yes,No,Other,Yes,0
LID00002007,32,110166,116600,518,99,3,14.85,36,0.87,High School,Full-time,Married,Yes,Yes,Auto,No,0
LID00002008,42,126992,151176,523,83,1,21.75,60,0.1,Bachelor's,Full-time,Divorced,No,Yes,Education,Yes,0
LID00002009,47,24747,31317,813,113,1,12.02,48,0.2,High School,Full-time,Married,No,No,Education,Yes,0
LID00002010,31,146050,41176,442,1,2,21.33,48,0.26,High School,Full-time,Single,Yes,No,Auto,Yes,0
LID00002011,24,139102,31199,816,112,2,11.1,60,0.89,High School,Full-time,Married,No,No,Business,No,0
LID00002012,34,144244,67192,558,46,2,5.01,24,0.53,Bachelor's,Unemployed,Divorced,No,No,Auto,No,0
LID00002013,61,88640,203088,465,12,1,11.59,24,0.37,Bachelor's,Part-time,Married,No,Yes,Business,No,0
LID00002014,37,62746,82193,768,97,1,24.4,48,0.53,High School,Part-time,Married,No,No,Home,No,0
LID00002015,53,81704,58393,347,97,3,15.36,60,0.29,High School,Unemployed,Single,No,No,Home,No,0
LID00002016,26,144511,92304,578,39,1,18.63,48,0.71,High School,Full-time,Married,Yes,No,Home,Yes,0
LID00002017,55,71500,178304,573,48,3,14.72,60,0.21,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LID00002018,65,83163,245636,444,107,1,9.38,36,0.83,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
LID00002019,39,143191,244116,528,79,2,14.98,48,0.18,PhD,Full-time,Divorced,No,Yes,Auto,No,0
LID00002020,19,33919,48818,842,70,1,16.8,12,0.81,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0
LID00002021,41,68956,108521,615,16,1,14.9,48,0.88,High School,Full-time,Single,No,Yes,Business,No,0
LID00002022,25,31544,187659,372,102,3,14.58,12,0.77,High School,Full-time,Single,No,No,Business,No,1
LID00002023,28,65936,46514,385,17,2,14.64,60,0.18,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
LID00002024,30,34566,125542,661,13,2,12.04,36,0.11,Master's,Self-employed,Married,No,No,Business,No,0
LID00002025,34,141854,182310,317,43,1,9.21,48,0.38,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
LID00002026,25,29880,8546,573,65,1,22.74,24,0.14,High School,Unemployed,Divorced,No,No,Business,No,0
LID00002027,38,111284,16752,382,11,2,16.23,24,0.37,Bachelor's,Part-time,Married,No,Yes,Home,No,0
LID00002028,35,27198,10144,664,77,3,14.86,36,0.38,High School,Part-time,Single,Yes,No,Business,Yes,0
LID00002029,47,23376,42079,401,61,4,15.45,60,0.72,High School,Part-time,Divorced,No,No,Home,No,0
LID00002030,35,82432,79827,490,11,2,23.27,36,0.5,Bachelor's,Unemployed,Married,Yes,No,Home,No,1
LID00002031,63,124791,174812,586,95,4,14.32,36,0.84,Master's,Self-employed,Single,Yes,No,Home,No,0
LID00002032,64,78295,49304,584,60,2,14.94,36,0.31,Master's,Full-time,Single,No,No,Business,No,0
LID00002033,48,66313,183113,396,79,2,17.2,24,0.26,High School,Full-time,Married,No,No,Business,Yes,0
LID00002034,55,121873,78371,554,19,3,23.05,48,0.61,High School,Part-time,Single,Yes,Yes,Education,No,0
LID00002035,49,35232,166293,478,38,2,10.26,36,0.72,Master's,Self-employed,Divorced,No,Yes,Education,No,1
LID00002036,28,48609,199419,843,20,3,13.43,60,0.12,Master's,Full-time,Married,No,Yes,Education,Yes,0
LID00002037,62,131859,104016,562,55,3,17.43,60,0.89,PhD,Self-employed,Married,Yes,Yes,Other,No,0
LID00002038,42,54021,186315,647,14,2,9.39,36,0.69,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0
LID00002039,50,60108,222156,313,107,2,2.29,24,0.49,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
LID00002040,55,145221,9976,626,82,1,10.71,48,0.86,Master's,Full-time,Single,Yes,Yes,Auto,No,0
LID00002041,58,100305,109972,828,92,4,19.28,60,0.15,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
LID00002042,25,19821,243676,319,16,2,20.59,24,0.39,High School,Full-time,Single,No,Yes,Education,No,1
LID00002043,28,135501,97429,805,72,2,2.18,60,0.9,High School,Full-time,Married,No,Yes,Home,Yes,0
LID00002044,39,80580,61977,550,36,4,17.66,48,0.63,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00002045,68,20236,120848,433,4,3,2.1,12,0.12,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
LID00002046,41,41745,241377,480,50,1,19.67,36,0.75,High School,Part-time,Divorced,No,No,Other,No,1
LID00002047,58,108353,235121,430,66,3,24.76,24,0.67,High School,Part-time,Divorced,Yes,No,Home,No,1
LID00002048,34,19014,210099,691,8,3,23.48,24,0.25,Bachelor's,Self-employed,Married,No,No,Education,Yes,1
LID00002049,29,53548,42402,370,10,2,20.62,48,0.43,Bachelor's,Full-time,Married,No,Yes,Home,No,0
LID00002050,63,56033,174128,349,34,3,11.02,12,0.82,Bachelor's,Full-time,Married,No,No,Auto,Yes,1
LID00002051,49,54060,168796,409,46,2,4.68,48,0.69,High School,Part-time,Single,No,Yes,Auto,No,0
LID00002052,32,82096,246207,374,76,4,12.77,60,0.47,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0
LID00002053,33,73235,10469,320,81,4,16.11,48,0.46,Master's,Unemployed,Married,Yes,Yes,Education,Yes,0
LID00002054,39,91860,249267,703,15,1,22.33,12,0.53,High School,Full-time,Married,No,Yes,Auto,Yes,0
LID00002055,45,107001,16273,732,65,1,24.64,12,0.61,PhD,Full-time,Single,Yes,No,Education,No,0
LID00002056,37,110285,104743,763,5,3,16.42,60,0.82,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
LID00002057,50,40822,206285,757,88,2,18.53,12,0.67,Master's,Part-time,Married,Yes,Yes,Home,No,0
LID00002058,27,97392,98465,593,20,1,23.28,12,0.71,Master's,Part-time,Single,No,Yes,Business,No,0
LID00002059,57,135123,105055,588,95,3,2.05,12,0.75,Bachelor's,Self-employed,Divorced,No,No,Education,No,0
LID00002060,49,49985,174512,691,103,3,4.69,60,0.87,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
LID00002061,67,40276,113531,753,86,3,21.9,60,0.28,PhD,Unemployed,Divorced,No,Yes,Home,No,0
LID00002062,50,149059,98997,642,105,4,11.06,12,0.1,High School,Full-time,Single,No,No,Home,Yes,0
LID00002063,19,23330,117653,849,1,2,13.6,12,0.77,High School,Self-employed,Married,Yes,No,Home,Yes,0
LID00002064,50,90811,100532,333,84,2,14.78,48,0.59,High School,Full-time,Married,Yes,No,Education,Yes,0
LID00002065,50,63119,104481,431,49,4,23.55,24,0.44,Bachelor's,Full-time,Single,No,No,Education,No,0
LID00002066,58,129619,154091,663,25,4,20.36,60,0.14,High School,Full-time,Married,Yes,No,Education,No,0
LID00002067,30,52603,32654,632,43,1,8.69,12,0.45,High School,Unemployed,Married,No,No,Home,Yes,0
LID00002068,47,43940,136748,382,101,2,4.9,48,0.14,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID00002069,50,23377,177259,614,32,1,3.05,24,0.79,Bachelor's,Self-employed,Single,Yes,Yes,Auto,Yes,0
LID00002070,30,77308,34617,681,12,1,5.28,36,0.43,Bachelor's,Full-time,Divorced,No,No,Education,No,0
LID00002071,69,50961,77897,307,3,2,2.94,60,0.57,Bachelor's,Full-time,Married,No,No,Auto,No,0
LID00002072,43,19928,126116,744,116,4,12.37,60,0.62,PhD,Full-time,Married,No,No,Education,Yes,0
LID00002073,39,24604,83803,412,40,1,3.52,36,0.16,Master's,Unemployed,Divorced,No,Yes,Home,No,0
LID00002074,56,63029,219889,605,99,2,2.74,12,0.38,High School,Full-time,Single,No,Yes,Education,No,0
LID00002075,19,108300,51455,383,92,4,18.0,36,0.67,Master's,Full-time,Single,No,Yes,Home,Yes,0
LID00002076,55,67068,219247,443,49,3,20.02,36,0.8,Master's,Unemployed,Single,No,Yes,Home,No,1
LID00002077,56,127236,68606,489,0,1,17.92,24,0.25,High School,Full-time,Single,No,Yes,Other,No,0
LID00002078,43,118949,204923,355,86,2,22.06,48,0.64,High School,Full-time,Married,No,Yes,Auto,No,0
LID00002079,63,52306,20030,711,94,3,23.93,36,0.27,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LID00002080,67,84962,21648,320,51,3,22.71,36,0.79,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1
LID00002081,32,77432,175910,599,79,4,6.23,36,0.11,High School,Full-time,Married,No,Yes,Business,Yes,0
LID00002082,51,147430,130303,590,100,4,16.43,12,0.12,Bachelor's,Full-time,Married,No,No,Home,No,0
LID00002083,59,93959,55644,355,119,1,19.98,48,0.48,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID00002084,61,49537,90090,418,107,2,7.29,12,0.75,High School,Full-time,Divorced,No,Yes,Education,Yes,0
LID00002085,66,42337,90596,768,38,4,7.99,48,0.76,PhD,Part-time,Single,No,No,Auto,No,0
LID00002086,57,140762,194073,700,70,2,10.47,60,0.89,Bachelor's,Full-time,Single,Yes,No,Other,Yes,0
LID00002087,28,144162,157499,618,64,1,8.58,48,0.76,Bachelor's,Part-time,Single,No,No,Home,Yes,0
LID00002088,20,78247,176165,333,31,1,24.5,60,0.45,Bachelor's,Self-employed,Married,No,No,Business,No,1
LID00002089,23,106301,248788,754,30,3,18.75,24,0.74,High School,Full-time,Single,No,Yes,Other,No,0
LID00002090,26,32576,144658,552,57,3,24.64,36,0.34,Bachelor's,Part-time,Married,No,Yes,Education,No,1
LID00002091,23,50584,242848,821,86,3,19.46,60,0.12,Bachelor's,Full-time,Married,Yes,Yes,Education,No,0
LID00002092,26,54035,11809,739,116,3,22.02,36,0.48,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0
LID00002093,56,108733,32859,795,118,3,2.51,60,0.79,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes,0
LID00002094,48,110980,195168,334,39,4,10.22,12,0.4,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
LID00002095,49,102163,57873,844,91,4,3.79,48,0.53,PhD,Full-time,Single,Yes,No,Auto,Yes,0
LID00002096,58,27023,101884,324,65,2,9.45,24,0.65,Master's,Part-time,Single,No,Yes,Education,Yes,1
LID00002097,67,140524,103892,474,74,1,23.38,60,0.47,High School,Self-employed,Single,Yes,No,Other,No,0
LID00002098,29,115187,78375,822,97,1,24.93,12,0.49,Master's,Full-time,Single,No,No,Business,Yes,0
LID00002099,25,77919,229610,845,114,4,18.53,48,0.89,Master's,Full-time,Married,No,No,Education,No,0
LID00002100,25,15540,216509,463,116,2,3.09,36,0.27,Master's,Full-time,Single,Yes,No,Home,No,1
LID00002101,67,23837,65696,700,108,1,2.49,60,0.43,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
LID00002102,45,118030,199007,823,19,3,5.6,12,0.48,Master's,Part-time,Married,No,Yes,Home,No,0
LID00002103,37,79889,79396,507,112,4,14.0,60,0.72,Bachelor's,Full-time,Single,No,No,Auto,No,0
LID00002104,64,64054,6698,418,105,4,21.93,60,0.6,High School,Unemployed,Single,No,Yes,Auto,No,0
LID00002105,24,24046,30139,581,77,1,13.47,48,0.85,High School,Self-employed,Single,No,No,Auto,Yes,0
LID00002106,28,67495,206843,568,51,4,8.77,12,0.54,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
LID00002107,37,55579,64888,794,24,3,18.06,60,0.68,High School,Full-time,Married,No,No,Other,No,0
LID00002108,33,74821,180316,514,31,3,2.16,36,0.62,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LID00002109,21,110877,22291,658,72,2,14.38,24,0.39,Master's,Full-time,Married,No,No,Auto,Yes,0
LID00002110,23,91668,247668,472,52,3,10.79,24,0.11,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
LID00002111,39,24012,123959,634,58,2,5.34,24,0.18,High School,Part-time,Single,Yes,No,Business,No,0
LID00002112,43,22030,60282,771,43,1,24.88,36,0.61,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
LID00002113,20,137047,60558,805,31,4,5.51,12,0.23,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
LID00002114,58,108399,187982,644,111,3,24.72,24,0.34,High School,Part-time,Married,No,No,Auto,Yes,0
LID00002115,59,33565,13276,413,84,3,8.44,36,0.67,High School,Full-time,Married,No,No,Education,Yes,0
LID00002116,31,116536,146876,760,111,1,5.07,48,0.79,PhD,Unemployed,Single,No,Yes,Other,No,0
LID00002117,28,128921,149720,530,1,1,18.74,48,0.39,High School,Unemployed,Married,No,No,Auto,Yes,0
LID00002118,35,106122,137675,784,1,3,18.02,48,0.36,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
LID00002119,29,72540,142388,339,19,1,20.1,60,0.58,High School,Part-time,Single,Yes,No,Business,No,1
LID00002120,40,24225,165368,333,62,3,6.88,36,0.43,PhD,Full-time,Single,No,No,Auto,No,1
LID00002121,29,111774,115368,442,117,2,22.86,24,0.89,High School,Self-employed,Single,Yes,Yes,Business,No,0
LID00002122,30,97268,15183,462,84,4,11.94,24,0.14,Master's,Full-time,Divorced,Yes,No,Education,Yes,0
LID00002123,42,43353,217664,397,56,3,14.08,60,0.28,High School,Full-time,Single,No,No,Other,No,0
LID00002124,62,63531,17561,390,16,3,17.14,48,0.81,High School,Full-time,Divorced,No,No,Education,No,0
LID00002125,68,147730,240151,480,62,1,22.95,12,0.61,High School,Self-employed,Married,No,Yes,Auto,No,0
LID00002126,36,40150,77286,643,36,1,3.83,36,0.34,High School,Full-time,Married,No,No,Education,Yes,0
LID00002127,63,136159,181687,364,11,2,15.79,12,0.49,High School,Part-time,Divorced,No,Yes,Business,No,0
LID00002128,53,53649,167600,542,90,4,7.29,24,0.16,Master's,Full-time,Single,No,No,Auto,No,0
LID00002129,62,35392,237528,658,106,1,23.95,12,0.6,Bachelor's,Part-time,Married,Yes,Yes,Education,No,1
LID00002130,25,31867,69318,582,70,4,2.31,24,0.6,High School,Full-time,Single,No,No,Business,No,0
LID00002131,46,117216,45604,424,68,4,17.69,12,0.28,PhD,Full-time,Single,No,No,Business,Yes,0
LID00002132,49,146429,76912,813,52,4,4.08,60,0.71,Master's,Part-time,Single,Yes,No,Business,Yes,0
LID00002133,68,141874,168088,574,58,1,2.12,36,0.74,PhD,Part-time,Single,Yes,Yes,Home,No,0
LID00002134,61,45408,76193,543,111,2,9.14,36,0.69,High School,Part-time,Divorced,No,Yes,Home,Yes,0
LID00002135,35,41279,206673,794,88,4,20.46,36,0.8,Master's,Full-time,Divorced,No,No,Auto,No,0
LID00002136,23,117868,96559,697,60,2,8.81,12,0.32,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
LID00002137,35,70131,130488,612,109,1,24.09,12,0.22,High School,Self-employed,Single,No,No,Business,Yes,0
LID00002138,36,56452,37647,794,31,4,16.13,36,0.72,High School,Part-time,Married,Yes,No,Auto,No,0
LID00002139,39,91855,86584,343,20,2,22.23,12,0.21,High School,Full-time,Single,No,No,Business,Yes,0
LID00002140,54,78612,134215,532,36,4,17.11,12,0.68,Master's,Full-time,Married,Yes,Yes,Other,No,0
LID00002141,49,42578,132148,829,42,4,18.68,48,0.53,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
LID00002142,58,16908,148015,584,10,4,8.77,12,0.7,Bachelor's,Full-time,Divorced,No,No,Home,No,1
LID00002143,20,113059,204804,329,51,2,15.83,24,0.83,Master's,Part-time,Married,No,No,Other,No,1
LID00002144,45,94368,218249,814,33,2,24.81,36,0.68,High School,Full-time,Married,No,No,Home,Yes,0
LID00002145,27,85940,87612,843,55,2,10.8,60,0.81,Bachelor's,Full-time,Married,Yes,No,Other,No,0
LID00002146,68,102878,146006,615,78,4,7.91,12,0.8,Bachelor's,Full-time,Married,No,No,Education,No,0
LID00002147,52,147697,201662,397,110,3,10.3,24,0.87,PhD,Full-time,Single,Yes,No,Other,No,0
LID00002148,46,112543,224803,729,19,3,18.55,60,0.73,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,0
LID00002149,32,32871,187021,788,115,4,4.76,36,0.49,Bachelor's,Full-time,Married,No,Yes,Auto,Yes,0
LID00002150,50,144742,7471,635,3,4,21.17,24,0.75,High School,Unemployed,Single,No,No,Business,No,0
LID00002151,24,127961,217930,689,55,2,6.42,48,0.67,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,0
LID00002152,29,70653,93527,657,53,1,15.56,60,0.78,Master's,Unemployed,Married,Yes,No,Education,Yes,0
LID00002153,66,130398,57982,447,90,4,4.74,24,0.15,High School,Full-time,Divorced,Yes,Yes,Auto,Yes,0
LID00002154,47,49984,23038,348,18,3,9.85,60,0.4,High School,Full-time,Single,Yes,No,Home,Yes,0
LID00002155,38,78478,58441,453,25,3,7.47,12,0.36,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
LID00002156,48,39290,134289,555,61,1,17.26,12,0.88,Bachelor's,Unemployed,Married,No,Yes,Education,No,1
LID00002157,41,21984,72836,475,4,4,15.6,36,0.33,PhD,Full-time,Single,No,No,Home,Yes,0
LID00002158,37,81286,34698,742,102,3,8.65,36,0.72,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
LID00002159,54,20594,94335,635,40,1,21.71,36,0.79,PhD,Full-time,Single,No,Yes,Auto,No,0
LID00002160,21,111624,211474,844,89,2,24.23,24,0.3,Master's,Full-time,Single,No,Yes,Home,No,0
LID00002161,45,131575,146934,311,114,1,15.09,12,0.85,Bachelor's,Full-time,Divorced,No,No,Business,No,0
LID00002162,61,65570,163360,761,92,3,3.34,36,0.79,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,0
LID00002163,37,132291,202441,594,37,1,18.23,60,0.44,PhD,Full-time,Married,Yes,No,Education,No,0
LID00002164,41,110350,194576,543,70,4,24.87,12,0.85,Master's,Self-employed,Single,Yes,No,Other,Yes,0
LID00002165,67,143742,114244,429,103,3,23.32,12,0.61,Bachelor's,Unemployed,Married,No,No,Education,No,0
LID00002166,66,134788,239706,632,23,2,6.09,60,0.64,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
LID00002167,68,77405,107640,471,32,3,8.45,12,0.15,High School,Self-employed,Single,No,No,Auto,Yes,0
LID00002168,49,126606,23618,692,81,2,10.21,24,0.6,High School,Part-time,Single,Yes,No,Home,No,0
LID00002169,58,77653,84453,714,108,3,10.07,48,0.61,Bachelor's,Part-time,Single,No,No,Auto,No,0
LID00002170,53,74380,134664,634,50,1,10.76,60,0.66,Master's,Unemployed,Single,No,Yes,Education,No,0
LID00002171,51,116791,172318,431,113,1,17.77,60,0.35,Bachelor's,Full-time,Single,Yes,No,Other,Yes,0
LID00002172,53,135598,63343,459,44,3,5.44,60,0.87,High School,Unemployed,Single,No,Yes,Home,No,0
LID00002173,19,135996,33288,636,60,3,9.38,60,0.3,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
LID00002174,32,134421,76178,688,21,2,17.44,48,0.6,High School,Full-time,Divorced,No,Yes,Other,Yes,0
LID00002175,51,90237,88663,792,82,2,3.22,12,0.63,High School,Self-employed,Married,No,Yes,Education,Yes,0
LID00002176,53,107150,186788,722,93,4,15.64,36,0.48,PhD,Full-time,Single,No,No,Business,No,0
LID00002177,23,95202,109438,568,28,4,15.85,36,0.11,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
LID00002178,56,85775,93166,751,89,4,6.02,48,0.66,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
LID00002179,59,99266,217718,550,53,4,22.48,60,0.13,Bachelor's,Full-time,Married,No,No,Home,Yes,0
LID00002180,68,81391,160142,612,29,3,17.14,12,0.58,High School,Unemployed,Single,No,No,Auto,Yes,0
LID00002181,68,89894,72749,782,35,4,4.59,36,0.68,High School,Unemployed,Married,No,No,Auto,No,0
LID00002182,29,65817,21387,659,50,4,11.79,48,0.52,High School,Part-time,Single,No,Yes,Business,No,0
LID00002183,20,84574,131691,579,113,2,24.42,36,0.31,Bachelor's,Full-time,Single,No,No,Home,No,0
LID00002184,62,57932,135313,308,55,2,24.37,36,0.75,Bachelor's,Part-time,Married,No,No,Auto,No,1
LID00002185,35,78404,106941,306,45,1,23.2,24,0.11,Master's,Unemployed,Married,No,Yes,Auto,No,1
LID00002186,57,35071,205955,400,11,2,20.89,60,0.85,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
LID00002187,38,68694,94335,655,19,2,8.33,12,0.79,Bachelor's,Full-time,Single,Yes,Yes,Home,Yes,0
LID00002188,32,15733,136543,430,25,3,21.51,60,0.43,PhD,Full-time,Married,No,No,Auto,No,1
LID00002189,50,76127,28453,303,49,4,14.05,48,0.67,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LID00002190,52,93345,48506,469,24,3,21.58,36,0.85,Bachelor's,Full-time,Single,No,No,Business,No,0
LID00002191,43,84034,203921,429,21,4,20.53,12,0.49,Bachelor's,Part-time,Single,No,No,Other,No,1
LID00002192,25,122620,30835,817,35,1,20.96,48,0.14,High School,Part-time,Single,Yes,No,Home,Yes,0
LID00002193,53,19854,228157,828,73,2,2.98,24,0.35,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
LID00002194,65,115162,10747,629,115,1,19.06,60,0.64,Master's,Self-employed,Single,Yes,No,Home,Yes,0
LID00002195,47,123787,59824,387,7,1,15.1,12,0.79,High School,Full-time,Single,No,No,Business,No,0
LID00002196,40,29358,168590,538,73,3,4.47,36,0.23,Master's,Full-time,Married,No,Yes,Business,No,0
LID00002197,59,19960,235583,659,23,3,16.29,24,0.89,High School,Part-time,Single,No,Yes,Education,No,1
LID00002198,61,41576,69992,338,27,1,24.95,48,0.69,High School,Full-time,Divorced,No,Yes,Home,No,1
LID00002199,31,106909,84379,809,30,3,8.68,24,0.45,High School,Full-time,Single,No,No,Education,No,0
LID00002200,31,33700,158349,393,36,1,22.27,60,0.34,High School,Full-time,Married,Yes,Yes,Home,No,1
LID00002201,19,66166,166109,687,74,3,12.7,60,0.6,Master's,Full-time,Single,No,No,Business,No,0
LID00002202,54,62417,88709,686,41,3,17.45,24,0.3,High School,Self-employed,Divorced,No,Yes,Education,No,0
LID00002203,22,34412,31639,680,27,2,14.39,24,0.61,High School,Full-time,Married,Yes,No,Other,No,0
LID00002204,55,112760,132759,396,36,4,15.5,60,0.12,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
LID00002205,62,74291,8169,315,64,1,15.51,24,0.76,Master's,Full-time,Single,Yes,No,Auto,Yes,0
LID00002206,58,106255,108318,521,99,2,14.35,12,0.31,High School,Full-time,Single,No,Yes,Home,No,0
LID00002207,64,22521,246154,482,35,3,17.78,48,0.61,Bachelor's,Full-time,Married,Yes,No,Home,Yes,1
LID00002208,31,138815,153251,847,106,2,19.67,60,0.21,Master's,Full-time,Divorced,Yes,No,Other,No,0
LID00002209,56,26349,159514,463,116,3,10.62,60,0.8,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
LID00002210,42,47768,213485,474,11,1,3.62,24,0.17,High School,Full-time,Married,No,Yes,Education,Yes,0
LID00002211,37,110168,12737,693,26,1,7.14,36,0.31,High School,Self-employed,Single,No,Yes,Other,Yes,0
LID00002212,19,77985,111172,327,112,2,6.12,60,0.53,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LID00002213,56,22611,165361,587,10,4,11.36,60,0.32,High School,Full-time,Single,No,No,Auto,No,1
LID00002214,23,34012,89564,824,85,3,18.84,24,0.12,Master's,Self-employed,Single,Yes,No,Home,No,0
LID00002215,34,64725,122728,746,98,4,20.14,36,0.7,Master's,Full-time,Married,No,No,Home,Yes,0
LID00002216,42,16548,25866,364,52,2,16.07,12,0.36,High School,Full-time,Divorced,Yes,Yes,Business,No,0
LID00002217,45,105297,217512,774,17,4,5.72,48,0.61,High School,Full-time,Single,No,Yes,Auto,Yes,0
LID00002218,19,109729,136975,731,53,2,22.72,48,0.1,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
LID00002219,52,29497,104750,449,58,2,19.94,60,0.74,Master's,Full-time,Married,No,Yes,Business,No,1
LID00002220,54,145337,115538,610,65,1,19.14,48,0.34,Master's,Full-time,Married,Yes,No,Auto,No,0
LID00002221,22,53457,41265,431,48,2,16.23,48,0.86,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LID00002222,18,131584,125027,429,62,4,7.38,48,0.63,High School,Part-time,Married,No,No,Auto,No,0
LID00002223,57,132143,26787,376,44,2,19.45,12,0.2,Bachelor's,Full-time,Divorced,No,No,Home,No,0
LID00002224,29,123296,96036,348,116,2,20.16,48,0.87,High School,Unemployed,Single,No,No,Business,No,1
LID00002225,53,143919,122523,710,71,1,4.94,36,0.4,High School,Full-time,Married,Yes,No,Auto,No,0
LID00002226,62,76976,215922,421,36,4,10.08,24,0.7,Master's,Part-time,Single,Yes,No,Business,No,1
LID00002227,40,25275,114790,750,12,1,6.0,12,0.22,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
LID00002228,64,53151,86587,553,96,1,2.13,36,0.18,High School,Unemployed,Married,No,No,Other,No,0
LID00002229,48,49173,230616,804,45,4,4.59,60,0.47,Master's,Full-time,Married,No,Yes,Business,No,0
